报告期,报表核心指标,*现金及现金等价物净增加额,*经营活动产生的现金流量净额,*投资活动产生的现金流量净额,*筹资活动产生的现金流量净额,*期末现金及现金等价物余额,报表全部指标,一、经营活动产生的现金流量,销售商品、提供劳务收到的现金,收到的税费与返还,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,二、投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,三、筹资活动产生的现金流量,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加：期初现金及现金等价物余额,六、期末现金及现金等价物余额,补充资料：,1、将净利润调节为经营活动现金流量：,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动产生的现金流量净额,2、不涉及现金收支的重大投资和筹资活动：,3、现金及现金等价物净变动情况：,现金的期末余额,减：现金的期初余额,间接法-现金及现金等价物净增加额
2018-03-31,,-12.64亿,-1.63亿,-53.10亿,42.47亿,76.72亿,,,258.68亿,7.06亿,5.23亿,270.97亿,201.95亿,42.62亿,13.65亿,14.38亿,272.60亿,-1.63亿,,False,False,1259.60万,False,5000.00万,6259.60万,40.41亿,1.92亿,2060.60万,11.19亿,53.73亿,-53.10亿,,False,False,117.07亿,20.00亿,False,137.07亿,86.94亿,6.65亿,False,1.01亿,94.60亿,42.47亿,-3759.70万,-12.64亿,89.36亿,76.72亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2017-12-31,,15.77亿,65.79亿,-161.75亿,111.68亿,89.36亿,,,943.41亿,13.38亿,18.46亿,975.24亿,680.95亿,154.83亿,35.95亿,37.73亿,909.46亿,65.79亿,,1390.70万,4086.60万,2.14亿,False,31.51亿,34.21亿,147.77亿,16.07亿,False,32.13亿,195.96亿,-161.75亿,,False,False,460.33亿,45.00亿,False,538.33亿,362.49亿,32.01亿,5323.30万,1434.40万,426.65亿,111.68亿,573.30万,15.77亿,73.59亿,89.36亿,,,49.17亿,2.43亿,57.51亿,13.33亿,845.70万,5515.00万,False,1.18亿,23.43亿,2.06亿,-1.32亿,-3394.00万,-27.27亿,-196.36亿,143.78亿,False,65.79亿,,,89.36亿,73.59亿,15.77亿
2017-09-30,,11.12亿,6.96亿,-111.38亿,115.55亿,84.71亿,,,668.68亿,9.34亿,13.20亿,691.21亿,521.46亿,112.07亿,25.26亿,25.46亿,684.25亿,6.96亿,,1076.20万,3850.60万,9332.40万,False,31.97亿,33.40亿,102.68亿,9.98亿,False,32.12亿,144.78亿,-111.38亿,,False,False,339.75亿,45.00亿,2639.80万,403.01亿,244.51亿,25.88亿,5323.30万,765.00万,287.46亿,115.55亿,-45.50万,11.12亿,73.59亿,84.71亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2017-06-30,,9.62亿,-34.70亿,-69.39亿,113.65亿,83.20亿,,,426.39亿,6.34亿,7.94亿,440.67亿,367.61亿,71.99亿,19.56亿,16.21亿,475.37亿,-34.70亿,,False,3601.10万,6630.40万,False,20.87亿,21.90亿,66.84亿,3.77亿,False,20.67亿,91.29亿,-69.39亿,,False,False,273.69亿,45.00亿,False,318.69亿,192.61亿,11.90亿,False,5324.90万,205.05亿,113.65亿,660.80万,9.62亿,73.59亿,83.20亿,,,21.65亿,2.51亿,25.63亿,6.22亿,False,2788.00万,False,147.20万,10.77亿,237.70万,-3596.40万,-2992.60万,-9.90亿,-27.68亿,-62.38亿,False,-34.70亿,,,83.20亿,73.59亿,9.62亿
2017-03-31,,14.62亿,-24.18亿,-35.00亿,73.88亿,88.21亿,,,227.39亿,1.19亿,1.86亿,230.44亿,193.46亿,38.79亿,11.01亿,11.38亿,254.63亿,-24.18亿,,False,31.70万,2549.40万,False,7.73亿,7.99亿,33.05亿,2.45亿,False,7.50亿,43.00亿,-35.00亿,,False,False,120.92亿,30.00亿,5843.40万,151.50亿,73.04亿,4.58亿,False,False,77.62亿,73.88亿,-692.20万,14.62亿,73.59亿,88.21亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2016-12-31,,10.79亿,-18.46亿,-134.43亿,162.70亿,73.59亿,,,875.81亿,10.69亿,10.59亿,897.09亿,701.64亿,140.66亿,43.62亿,29.63亿,915.55亿,-18.46亿,,1629.00万,3269.80万,1.97亿,997.10万,10.26亿,12.88亿,130.53亿,9.27亿,False,7.50亿,147.31亿,-134.43亿,,144.73亿,False,312.23亿,False,False,462.92亿,266.91亿,32.09亿,5169.00万,1.22亿,300.22亿,162.70亿,9705.90万,10.79亿,62.80亿,73.59亿,,,54.80亿,5.66亿,53.09亿,17.19亿,False,1.37亿,False,1820.70万,18.00亿,7.26亿,-3.68亿,-6078.80万,-19.85亿,-198.11亿,48.30亿,-2.05亿,-18.46亿,,,73.59亿,62.80亿,10.79亿
2016-09-30,,10.33亿,-28.29亿,-88.42亿,126.52亿,73.13亿,,,668.46亿,8.83亿,7.07亿,684.37亿,558.22亿,102.20亿,30.64亿,21.60亿,712.66亿,-28.29亿,,9.50亿,2215.40万,5633.80万,1000.00万,4564.40万,10.90亿,90.87亿,8.43亿,False,100.00万,99.31亿,-88.42亿,,143.64亿,False,210.19亿,False,4429.50万,360.24亿,216.86亿,16.85亿,False,98.20万,233.72亿,126.52亿,5194.90万,10.33亿,62.80亿,73.13亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2016-06-30,,-10.88亿,-14.28亿,-58.76亿,61.84亿,51.91亿,,,435.52亿,6.95亿,3.88亿,446.34亿,361.59亿,65.35亿,21.63亿,12.06亿,460.63亿,-14.28亿,,9.50亿,2215.40万,1967.20万,False,3299.30万,10.28亿,61.01亿,8.03亿,False,False,69.04亿,-58.76亿,,False,False,176.91亿,False,3947.50万,183.26亿,111.20亿,10.23亿,False,False,121.43亿,61.84亿,3300.40万,-10.88亿,62.80亿,51.91亿,,,24.69亿,3.67亿,25.25亿,6.23亿,False,2239.80万,False,1316.20万,9.01亿,9320.50万,-4748.20万,-2960.10万,-4.50亿,-48.96亿,-28.42亿,-1.78亿,-14.28亿,,,51.91亿,62.80亿,-10.88亿
2016-03-31,,-26.34亿,-12.53亿,-25.13亿,11.39亿,36.45亿,,,230.68亿,3.28亿,2.55亿,236.51亿,196.25亿,35.31亿,11.27亿,6.21亿,249.04亿,-12.53亿,,False,1684.70万,644.90万,False,2.34亿,2.58亿,27.19亿,5208.70万,False,False,27.71亿,-25.13亿,,False,False,61.76亿,False,5194.90万,68.23亿,52.82亿,4.02亿,False,False,56.84亿,11.39亿,-793.10万,-26.34亿,62.80亿,36.45亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2015-12-31,,21.90亿,38.42亿,-106.06亿,87.50亿,62.80亿,,,809.09亿,13.80亿,6.75亿,829.64亿,612.27亿,125.86亿,30.67亿,22.42亿,791.22亿,38.42亿,,False,1447.80万,18.09亿,5.26亿,6.05亿,29.54亿,122.90亿,10.71亿,False,2.00亿,135.61亿,-106.06亿,,False,False,245.34亿,15.00亿,4680.30万,292.81亿,187.61亿,17.63亿,False,789.80万,205.31亿,87.50亿,2.05亿,21.90亿,40.89亿,62.80亿,,,31.38亿,5.52亿,44.86亿,9.31亿,False,3605.10万,False,-1820.70万,15.17亿,-12.10亿,-1.20亿,2.40亿,-62.24亿,-60.95亿,67.69亿,False,38.42亿,,,62.80亿,40.89亿,21.90亿
2015-09-30,,4.90亿,-15.41亿,-73.93亿,93.58亿,45.79亿,,,524.58亿,9.49亿,6.26亿,540.33亿,421.79亿,91.07亿,23.84亿,19.05亿,555.74亿,-15.41亿,,False,146.60万,16.41亿,False,2.59亿,19.01亿,84.52亿,7.93亿,False,4882.00万,92.94亿,-73.93亿,,False,False,208.97亿,14.94亿,3876.40万,241.30亿,133.85亿,13.81亿,False,600.00万,147.72亿,93.58亿,6581.60万,4.90亿,40.89亿,45.79亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2015-06-30,,-5.31亿,30.22亿,-44.88亿,9.21亿,35.59亿,,,378.81亿,6.09亿,6.13亿,391.03亿,270.31亿,59.52亿,18.24亿,12.74亿,360.81亿,30.22亿,,False,146.60万,14.99亿,False,5654.00万,15.57亿,53.52亿,6.93亿,False,False,60.45亿,-44.88亿,,False,False,112.76亿,False,4598.20万,113.22亿,95.69亿,8.32亿,False,False,104.01亿,9.21亿,1419.80万,-5.31亿,40.89亿,35.59亿,,,6.24亿,1.62亿,19.43亿,3.99亿,False,376.30万,False,False,6.88亿,8933.90万,-1.19亿,False,-33.88亿,43.96亿,-17.52亿,-2389.40万,30.22亿,,,35.59亿,40.89亿,-5.31亿
2015-03-31,,5.15亿,39.37亿,-10.47亿,-24.03亿,46.05亿,,,211.32亿,1.42亿,2.45亿,215.19亿,128.90亿,28.12亿,7.40亿,11.41亿,175.82亿,39.37亿,,False,False,14.98亿,False,2758.10万,15.25亿,24.91亿,8098.00万,False,False,25.72亿,-10.47亿,,False,False,37.85亿,False,False,37.85亿,57.61亿,3.40亿,False,8711.50万,61.88亿,-24.03亿,2831.30万,5.15亿,40.89亿,46.05亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2014-12-31,,-6.21亿,3806.90万,-79.62亿,72.71亿,40.89亿,,,550.80亿,9.45亿,7.66亿,567.91亿,423.41亿,98.11亿,21.27亿,24.75亿,567.53亿,3806.90万,,False,426.10万,7.97亿,1.86亿,3.37亿,13.23亿,85.78亿,5.32亿,False,1.74亿,92.85亿,-79.62亿,,34.42亿,1.00亿,263.37亿,False,3.04亿,300.83亿,210.22亿,17.90亿,2221.90万,5.00万,228.12亿,72.71亿,3120.80万,-6.21亿,47.11亿,40.89亿,,,7.40亿,2.94亿,37.04亿,6.11亿,False,-2.20亿,False,False,13.97亿,-6836.60万,-6578.70万,False,-19.18亿,-99.93亿,58.12亿,False,3806.90万,,,40.89亿,47.11亿,-6.21亿
2014-09-30,,10.12亿,-15.99亿,-56.73亿,82.24亿,57.23亿,,,404.33亿,7.44亿,4.09亿,415.86亿,326.74亿,73.35亿,15.50亿,16.26亿,431.85亿,-15.99亿,,False,426.10万,3.48亿,False,2.45亿,5.97亿,57.80亿,4.89亿,False,False,62.69亿,-56.73亿,,33.42亿,False,200.45亿,False,3.21亿,237.08亿,140.41亿,14.42亿,2221.90万,5.00万,154.84亿,82.24亿,5930.00万,10.12亿,47.11亿,57.23亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2014-06-30,,36.59亿,-5.44亿,-36.90亿,78.37亿,83.70亿,,,272.57亿,5.50亿,2.39亿,280.46亿,214.78亿,49.97亿,11.82亿,9.33亿,285.90亿,-5.44亿,,False,426.10万,5399.90万,False,8608.70万,1.44亿,34.89亿,3.45亿,False,False,38.34亿,-36.90亿,,33.42亿,False,152.00亿,False,2.40亿,187.83亿,101.70亿,7.75亿,False,False,109.45亿,78.37亿,5498.30万,36.59亿,47.11亿,83.70亿,,,5.62亿,1.08亿,17.77亿,2.67亿,False,1638.40万,False,False,6.81亿,718.50万,-2389.20万,False,-9.94亿,-24.77亿,-2.97亿,-1.70亿,-5.44亿,,,83.70亿,47.11亿,36.59亿
2014-03-31,,-3.87亿,-11.16亿,-14.65亿,21.71亿,43.24亿,,,132.57亿,3.19亿,6192.10万,136.38亿,111.86亿,22.37亿,5.33亿,7.98亿,147.54亿,-11.16亿,,False,False,1676.30万,False,152.20万,1828.50万,11.83亿,3.00亿,False,False,14.83亿,-14.65亿,,False,False,47.01亿,False,29.33亿,76.34亿,50.15亿,2.67亿,False,1.79亿,54.62亿,21.71亿,2282.20万,-3.87亿,47.11亿,43.24亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2013-12-31,,12.24亿,24.36亿,-56.51亿,45.08亿,47.11亿,,,548.41亿,7.84亿,6.86亿,563.11亿,400.76亿,89.45亿,26.68亿,21.86亿,538.75亿,24.36亿,,False,False,2.72亿,False,3735.00万,3.10亿,57.64亿,1.97亿,False,False,59.61亿,-56.51亿,,False,False,160.55亿,30.00亿,False,190.55亿,128.23亿,12.42亿,False,4.82亿,145.47亿,45.08亿,-6815.40万,12.24亿,34.87亿,47.11亿,,,7.76亿,2.72亿,32.09亿,4.18亿,False,-121.30万,False,False,10.17亿,4840.80万,-1.14亿,False,-9.86亿,-28.16亿,8.13亿,-2.01亿,24.36亿,,,47.11亿,34.87亿,12.24亿
2013-09-30,,25.14亿,16.76亿,-39.60亿,48.51亿,60.01亿,,,410.46亿,4.81亿,4.35亿,419.62亿,295.79亿,67.63亿,19.34亿,20.09亿,402.86亿,16.76亿,,False,False,1.27亿,False,6288.20万,1.90亿,39.95亿,1.55亿,False,False,41.50亿,-39.60亿,,False,False,122.14亿,30.00亿,False,152.14亿,91.08亿,9.56亿,False,2.98亿,103.63亿,48.51亿,-5209.40万,25.14亿,34.87亿,60.01亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2013-06-30,,8.25亿,23.01亿,-21.88亿,7.56亿,43.11亿,,,272.88亿,3.26亿,3.48亿,279.62亿,185.72亿,44.45亿,14.05亿,12.38亿,256.60亿,23.01亿,,False,False,1.01亿,False,6288.20万,1.64亿,23.52亿,False,False,False,23.52亿,-21.88亿,,False,False,64.44亿,False,False,64.44亿,46.21亿,6.82亿,False,3.85亿,56.88亿,7.56亿,-4521.30万,8.25亿,34.87亿,43.11亿,,,5.36亿,9525.60万,15.59亿,1.95亿,False,-1051.30万,False,False,4.40亿,3493.40万,-3919.20万,False,-13.24亿,-2.32亿,11.98亿,-1.50亿,23.01亿,,,43.11亿,34.87亿,8.25亿
2013-03-31,,-9741.20万,7.41亿,-11.45亿,2.78亿,33.89亿,,,127.45亿,2.12亿,8085.10万,130.39亿,88.26亿,20.39亿,7.51亿,6.82亿,122.98亿,7.41亿,,False,False,5814.90万,False,9109.00万,1.49亿,12.94亿,False,False,False,12.94亿,-11.45亿,,False,False,34.50亿,False,False,34.50亿,26.65亿,2.39亿,False,2.68亿,31.72亿,2.78亿,2798.40万,-9741.20万,34.87亿,33.89亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2012-12-31,,-2.51亿,55.55亿,-46.10亿,-12.17亿,34.87亿,,,541.32亿,6.03亿,6.11亿,553.46亿,370.73亿,75.97亿,25.31亿,25.90亿,497.91亿,55.55亿,,1.02亿,787.50万,1.34亿,False,1.99亿,4.43亿,43.50亿,4.50亿,False,2.53亿,50.53亿,-46.10亿,,False,False,109.85亿,30.00亿,1.14亿,140.99亿,140.70亿,12.14亿,4128.00万,3179.80万,153.16亿,-12.17亿,2050.00万,-2.51亿,37.37亿,34.87亿,,,2.13亿,3.24亿,30.20亿,3.39亿,1888.50万,1395.10万,False,False,8.62亿,1118.90万,-2.00亿,False,-9.66亿,-4.61亿,25.19亿,-1.40亿,55.55亿,,,34.87亿,37.37亿,-2.51亿
2012-09-30,,7953.00万,30.34亿,-30.34亿,6121.90万,38.17亿,,,385.47亿,4.80亿,4.01亿,394.28亿,267.29亿,56.11亿,18.67亿,21.87亿,363.94亿,30.34亿,,8910.00万,787.50万,8366.80万,False,2340.00万,2.04亿,30.38亿,2.00亿,False,False,32.38亿,-30.34亿,,False,False,93.23亿,30.00亿,4652.50万,123.70亿,113.59亿,9.17亿,False,3179.80万,123.09亿,6121.90万,1845.50万,7953.00万,37.37亿,38.17亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2012-06-30,,10.95亿,44.31亿,-20.40亿,-12.97亿,48.32亿,,,271.92亿,2.98亿,2.75亿,277.64亿,165.25亿,39.16亿,15.36亿,13.56亿,233.34亿,44.31亿,,False,787.50万,4589.90万,False,2340.00万,7717.40万,21.17亿,False,False,False,21.17亿,-20.40亿,,False,False,54.92亿,30.00亿,4096.90万,85.33亿,91.69亿,6.30亿,False,3161.80万,98.30亿,-12.97亿,90.20万,10.95亿,37.37亿,48.32亿,,,1.04亿,2.42亿,14.55亿,1.53亿,1618.70万,1390.50万,False,False,4.13亿,-71.00万,-6132.60万,False,-8.04亿,15.23亿,14.33亿,-5530.70万,44.31亿,,,48.32亿,37.37亿,10.95亿
2012-03-31,,8.04亿,31.61亿,-11.36亿,-12.27亿,45.41亿,,,140.92亿,1.60亿,9239.60万,143.45亿,78.26亿,19.56亿,8.19亿,5.82亿,111.84亿,31.61亿,,1331.30万,False,2459.70万,False,1000.00万,4791.00万,11.84亿,False,False,False,11.84亿,-11.36亿,,False,False,28.00亿,False,7983.50万,28.80亿,37.78亿,3.28亿,False,13.00万,41.07亿,-12.27亿,569.50万,8.04亿,37.37亿,45.41亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2011-12-31,,17.59亿,59.85亿,-89.23亿,47.36亿,37.37亿,,,514.09亿,7.51亿,3.70亿,525.30亿,348.11亿,74.22亿,21.29亿,21.83亿,465.45亿,59.85亿,,4.96亿,1312.90万,8527.20万,False,2.86亿,8.80亿,94.12亿,3.91亿,False,False,98.03亿,-89.23亿,,14.23亿,101.00万,181.89亿,10.00亿,False,206.12亿,144.56亿,10.56亿,33.00万,3.64亿,158.76亿,47.36亿,-3918.30万,17.59亿,19.79亿,37.37亿,,,15.95亿,4.85亿,25.16亿,2.46亿,3237.50万,941.40万,False,False,7.42亿,-5.04亿,-2.15亿,False,-2.45亿,-24.77亿,38.72亿,-7266.00万,59.85亿,,,37.37亿,19.79亿,17.59亿
2011-09-30,,15.35亿,41.86亿,-77.81亿,51.70亿,35.14亿,,,377.35亿,6.56亿,1.64亿,385.55亿,260.22亿,55.22亿,11.01亿,17.23亿,343.68亿,41.86亿,,False,1312.90万,5771.50万,False,875.00万,7959.40万,75.60亿,2.66亿,False,3488.50万,78.60亿,-77.81亿,,14.22亿,False,167.19亿,10.00亿,False,191.41亿,132.03亿,6.90亿,False,7796.30万,139.71亿,51.70亿,-4006.00万,15.35亿,19.79亿,35.14亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2011-06-30,,28.04亿,46.61亿,-54.51亿,36.07亿,47.83亿,,,253.81亿,4.52亿,1.25亿,259.58亿,158.79亿,36.32亿,8.37亿,9.49亿,212.97亿,46.61亿,,False,1312.90万,4886.80万,False,875.00万,7074.70万,53.07亿,1.76亿,False,3979.00万,55.22亿,-54.51亿,,14.22亿,False,97.52亿,10.00亿,False,121.74亿,80.83亿,4.31亿,False,5234.70万,85.67亿,36.07亿,-1357.70万,28.04亿,19.79亿,47.83亿,,,3.95亿,5434.00万,12.56亿,1.13亿,False,1637.60万,False,False,3.39亿,357.70万,-4222.50万,False,-8.55亿,9.74亿,24.38亿,-2922.00万,46.61亿,,,47.83亿,19.79亿,28.04亿
2011-03-31,,19.06亿,30.58亿,-30.67亿,19.37亿,38.84亿,,,132.95亿,2.81亿,4197.90万,136.18亿,80.75亿,15.10亿,4.35亿,5.40亿,105.60亿,30.58亿,,False,525.40万,1230.40万,False,1050.00万,2805.80万,30.95亿,False,False,False,30.95亿,-30.67亿,,False,False,45.79亿,False,False,45.79亿,25.02亿,1.39亿,False,False,26.41亿,19.37亿,-2305.30万,19.06亿,19.79亿,38.84亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2010-12-31,,-3.32亿,31.39亿,-126.72亿,91.78亿,19.79亿,,,561.47亿,5.27亿,5.90亿,572.64亿,434.21亿,61.60亿,21.12亿,24.32亿,541.25亿,31.39亿,,False,False,6962.80万,False,7.18亿,7.88亿,132.13亿,2.11亿,3603.90万,False,134.60亿,-126.72亿,,False,False,127.20亿,False,False,127.20亿,23.28亿,12.08亿,5169.10万,538.50万,35.42亿,91.78亿,2246.00万,-3.32亿,23.11亿,19.79亿,,,29.19亿,2070.00万,20.17亿,2.33亿,False,4105.10万,False,False,2.81亿,-2577.10万,-1.85亿,False,-21.74亿,11.43亿,-10.46亿,False,31.39亿,,,19.79亿,23.11亿,-3.32亿
2010-09-30,,-1.31亿,55.71亿,-96.79亿,39.68亿,21.86亿,,,439.97亿,3.80亿,1.82亿,445.58亿,311.98亿,41.99亿,17.49亿,18.41亿,389.87亿,55.71亿,,False,False,3128.00万,False,8.13亿,8.45亿,102.76亿,2.11亿,3603.90万,False,105.23亿,-96.79亿,,False,False,54.65亿,False,False,54.65亿,5.47亿,9.48亿,5169.10万,194.60万,14.97亿,39.68亿,846.90万,-1.31亿,23.17亿,21.86亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2010-06-30,,-4.85亿,31.57亿,-55.63亿,18.80亿,18.26亿,,,312.80亿,2.21亿,1.20亿,316.22亿,231.93亿,25.02亿,15.08亿,12.62亿,284.65亿,31.57亿,,False,False,745.80万,False,7.06亿,7.14亿,62.31亿,900.00万,3603.90万,False,62.77亿,-55.63亿,,False,False,33.08亿,False,False,33.08亿,5.40亿,8.86亿,5169.10万,194.60万,14.28亿,18.80亿,4099.00万,-4.85亿,23.11亿,18.26亿,,,25.88亿,1337.20万,9.62亿,1.10亿,False,2500.10万,False,False,1.02亿,-1063.00万,-1.92亿,False,-23.61亿,32.43亿,-12.21亿,-4180.30万,31.57亿,,,18.26亿,23.11亿,-4.85亿
2010-03-31,,-5199.80万,29.43亿,-30.07亿,863.10万,22.59亿,,,154.64亿,1.60亿,3666.80万,156.61亿,101.97亿,12.32亿,8.04亿,4.85亿,127.18亿,29.43亿,,False,False,185.30万,False,6.90亿,6.92亿,36.84亿,False,1472.50万,False,36.99亿,-30.07亿,,False,False,1.06亿,False,False,1.06亿,5675.40万,4071.90万,False,False,9747.30万,863.10万,373.80万,-5199.80万,23.11亿,22.59亿,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False
2009-12-31,,6.11亿,119.81亿,-71.43亿,-42.45亿,23.11亿,,,389.81亿,3.78亿,1.24亿,394.83亿,206.61亿,41.69亿,13.28亿,13.44亿,275.02亿,119.81亿,,False,False,3574.70万,False,1.85亿,2.21亿,73.07亿,False,5700.00万,False,73.64亿,-71.43亿,,15.88亿,670.00万,44.22亿,False,False,60.09亿,99.41亿,3.10亿,790.90万,370.30万,102.55亿,-42.45亿,1833.30万,6.11亿,16.99亿,23.11亿,,,40.78亿,2.79亿,15.94亿,1.68亿,False,9206.20万,False,-90.60万,2.55亿,-1723.60万,-2062.50万,False,22.79亿,-40.92亿,77.07亿,False,119.81亿,,,23.11亿,16.99亿,6.11亿
2008-12-31,,-38.37亿,17.89亿,-58.51亿,2.68亿,16.99亿,,,275.69亿,4.76亿,2.54亿,282.98亿,198.56亿,37.21亿,6.79亿,22.53亿,265.10亿,17.89亿,,False,1829.60万,1.10亿,False,5.76亿,7.05亿,64.19亿,1573.10万,1.21亿,False,65.56亿,-58.51亿,,7.01亿,7.01亿,151.10亿,False,False,158.11亿,141.13亿,13.62亿,1.27亿,6698.50万,155.42亿,2.68亿,-4347.00万,-38.37亿,55.37亿,16.99亿,,,12.76亿,1.76亿,12.11亿,1.49亿,False,2813.20万,False,False,4.88亿,-2975.90万,-8.10万,-221.50万,-24.10亿,-3990.10万,13.02亿,False,17.89亿,,,16.99亿,55.37亿,-38.37亿
